source,target,gene_A,gene_B,type_gene_A_py,type_gene_B_py,MeanLR_py,type_gene_A_r,type_gene_B_r,MeanLR_r
Fibroblast,Fibroblast,EGR1,VWF,Transcription_Factor,Ligand,-0.6004867553710938,Transcription Factor,Ligand,-0.600486717038984
Fibroblast,Fibroblast,ESR1,HLA-DMB,Transcription_Factor,Ligand,-0.5749771595001221,Transcription Factor,Ligand,-0.574977129715441
Fibroblast,Fibroblast,ESR1,LAMB1,Transcription_Factor,Ligand,-0.5749771595001221,Transcription Factor,Ligand,-0.574977129715441
Fibroblast,Fibroblast,ESR1,LAMB2,Transcription_Factor,Ligand,-0.5749771595001221,Transcription Factor,Ligand,-0.574977129715441
Fibroblast,Fibroblast,ESR1,LGALS3,Transcription_Factor,Ligand,-0.5749771595001221,Transcription Factor,Ligand,-0.574977129715441
Fibroblast,Fibroblast,ESR1,LTBP3,Transcription_Factor,Ligand,-0.5749771595001221,Transcription Factor,Ligand,-0.574977129715441
Fibroblast,Fibroblast,ESR1,MFGE8,Transcription_Factor,Ligand,-0.5749771595001221,Transcription Factor,Ligand,-0.574977129715441
Fibroblast,Fibroblast,ESR1,RARRES1,Transcription_Factor,Ligand,-0.5749771595001221,Transcription Factor,Ligand,-0.574977129715441
Fibroblast,Fibroblast,ESR1,VEGFA,Transcription_Factor,Ligand,-0.5749771595001221,Transcription Factor,Ligand,-0.574977129715441
Fibroblast,Fibroblast,ESR1,VWF,Transcription_Factor,Ligand,-0.5749771595001221,Transcription Factor,Ligand,-0.574977129715441
Fibroblast,Fibroblast,OTX2,LAMB1,Transcription_Factor,Ligand,-0.1765222400426864,Transcription Factor,Ligand,-0.176522247194786
Fibroblast,Fibroblast,TEAD4,VEGFA,Transcription_Factor,Ligand,-0.2570194602012634,Transcription Factor,Ligand,-0.257019454100398
Fibroblast,Fibroblast,NCOA3,ANGPT1,Transcription_Factor,Ligand,-0.2324546128511428,Transcription Factor,Ligand,-0.232454597585201
Fibroblast,Fibroblast,SNAI2,LTBP3,Transcription_Factor,Ligand,-0.3315542936325073,Transcription Factor,Ligand,-0.33155428896833
Fibroblast,Fibroblast,CTCF,ADM,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,ANGPT1,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,ARF6,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,BDNF,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,CALR,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,CLEC11A,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,DLK1,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,ETV5,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,FAM3C,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,HLA-DMB,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,LAMB1,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,LAMB2,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,LGALS1,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,LGALS3,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,LGALS3BP,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,LGALS9,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,LTBP3,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,MFGE8,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,MIF,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,MYL9,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,NID1,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,POSTN,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,RARRES1,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,TGFB1,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,VCAM1,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,VEGFA,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,CTCF,VWF,Transcription_Factor,Ligand,-0.614758312702179,Transcription Factor,Ligand,-0.614758327079714
Fibroblast,Fibroblast,TEAD1,ANGPT1,Transcription_Factor,Ligand,-0.2538185715675354,Transcription Factor,Ligand,-0.25381855656261
Fibroblast,Fibroblast,TEAD1,VEGFA,Transcription_Factor,Ligand,-0.2538185715675354,Transcription Factor,Ligand,-0.25381855656261
Fibroblast,Fibroblast,SOX2,ADM,Transcription_Factor,Ligand,-0.4384025633335113,Transcription Factor,Ligand,-0.438402583450695
Fibroblast,Fibroblast,SOX2,ANGPT1,Transcription_Factor,Ligand,-0.4384025633335113,Transcription Factor,Ligand,-0.438402583450695
Fibroblast,Fibroblast,SOX2,ARF6,Transcription_Factor,Ligand,-0.4384025633335113,Transcription Factor,Ligand,-0.438402583450695
Fibroblast,Fibroblast,SOX2,ETV5,Transcription_Factor,Ligand,-0.4384025633335113,Transcription Factor,Ligand,-0.438402583450695
Fibroblast,Fibroblast,ZNF750,LAMB1,Transcription_Factor,Ligand,-0.456055998802185,Transcription Factor,Ligand,-0.456056008574896
Fibroblast,Fibroblast,HNF1A,VEGFA,Transcription_Factor,Ligand,-0.2511586546897888,Transcription Factor,Ligand,-0.251158659178601
Fibroblast,Fibroblast,PRDM14,ANGPT1,Transcription_Factor,Ligand,-0.4814698100090027,Transcription Factor,Ligand,-0.481469823291625
Fibroblast,Fibroblast,PRDM14,ARF6,Transcription_Factor,Ligand,-0.4814698100090027,Transcription Factor,Ligand,-0.481469823291625
Fibroblast,Fibroblast,PRDM14,LAMB1,Transcription_Factor,Ligand,-0.4814698100090027,Transcription Factor,Ligand,-0.481469823291625
Fibroblast,Fibroblast,PRDM14,LGALS3,Transcription_Factor,Ligand,-0.4814698100090027,Transcription Factor,Ligand,-0.481469823291625
Fibroblast,Fibroblast,PRDM14,MFGE8,Transcription_Factor,Ligand,-0.4814698100090027,Transcription Factor,Ligand,-0.481469823291625
Fibroblast,Fibroblast,NR4A1,ANGPT1,Transcription_Factor,Ligand,-0.5857762694358826,Transcription Factor,Ligand,-0.585776276841925
Fibroblast,Fibroblast,E2F7,BDNF,Transcription_Factor,Ligand,-0.4281362295150757,Transcription Factor,Ligand,-0.428136242673683
Fibroblast,Fibroblast,E2F7,HSPA8,Transcription_Factor,Ligand,-0.4281362295150757,Transcription Factor,Ligand,-0.428136242673683
Fibroblast,Fibroblast,E2F7,LGALS1,Transcription_Factor,Ligand,-0.4281362295150757,Transcription Factor,Ligand,-0.428136242673683
Fibroblast,Fibroblast,SRF,ETV5,Transcription_Factor,Ligand,-0.1891244798898697,Transcription Factor,Ligand,-0.189124467364756
Fibroblast,Fibroblast,SRF,MYL9,Transcription_Factor,Ligand,-0.1891244798898697,Transcription Factor,Ligand,-0.189124467364756
Fibroblast,Fibroblast,ETV4,VEGFA,Transcription_Factor,Ligand,-0.2902029752731323,Transcription Factor,Ligand,-0.290202950877978
Fibroblast,Fibroblast,SP3,TGFB1,Transcription_Factor,Ligand,-0.3901917338371277,Transcription Factor,Ligand,-0.390191728229727
Fibroblast,Fibroblast,SP3,VEGFA,Transcription_Factor,Ligand,-0.3901917338371277,Transcription Factor,Ligand,-0.390191728229727
Fibroblast,Fibroblast,TWIST2,POSTN,Transcription_Factor,Ligand,0.0528098791837692,Transcription Factor,Ligand,0.052809866311196
Fibroblast,Fibroblast,NR1H2,ETV5,Transcription_Factor,Ligand,-0.5703539252281189,Transcription Factor,Ligand,-0.570353979081977
Fibroblast,Fibroblast,NR1H2,LTBP3,Transcription_Factor,Ligand,-0.5703539252281189,Transcription Factor,Ligand,-0.570353979081977
Fibroblast,Fibroblast,NR1H2,VEGFA,Transcription_Factor,Ligand,-0.5703539252281189,Transcription Factor,Ligand,-0.570353979081977
Fibroblast,Fibroblast,SMAD1,ANGPT1,Transcription_Factor,Ligand,-0.5004812479019165,Transcription Factor,Ligand,-0.500481256619133
Fibroblast,Fibroblast,SMAD1,VEGFA,Transcription_Factor,Ligand,-0.5004812479019165,Transcription Factor,Ligand,-0.500481256619133
Fibroblast,Fibroblast,HIF1A,ADM,Transcription_Factor,Ligand,-0.652160108089447,Transcription Factor,Ligand,-0.652160142908205
Fibroblast,Fibroblast,HIF1A,ANGPT1,Transcription_Factor,Ligand,-0.652160108089447,Transcription Factor,Ligand,-0.652160142908205
Fibroblast,Fibroblast,HIF1A,LGALS1,Transcription_Factor,Ligand,-0.652160108089447,Transcription Factor,Ligand,-0.652160142908205
Fibroblast,Fibroblast,HIF1A,MIF,Transcription_Factor,Ligand,-0.652160108089447,Transcription Factor,Ligand,-0.652160142908205
Fibroblast,Fibroblast,HIF1A,VEGFA,Transcription_Factor,Ligand,-0.652160108089447,Transcription Factor,Ligand,-0.652160142908205
MSC,MSC,CD40,GATA1,Receptor,Transcription Factor,-0.5667440891265869,Receptor,Transcription Factor,-0.566744079630614
MSC,MSC,ERBB2,GATA1,Receptor,Transcription Factor,-0.5667440891265869,Receptor,Transcription Factor,-0.566744079630614
MSC,MSC,INSR,GATA1,Receptor,Transcription Factor,-0.5667440891265869,Receptor,Transcription Factor,-0.566744079630614
MSC,MSC,ITGB1,GATA1,Receptor,Transcription Factor,-0.5667440891265869,Receptor,Transcription Factor,-0.566744079630614
MSC,MSC,NTRK2,GATA1,Receptor,Transcription Factor,-0.5667440891265869,Receptor,Transcription Factor,-0.566744079630614
MSC,MSC,PDGFRB,GATA1,Receptor,Transcription Factor,-0.5667440891265869,Receptor,Transcription Factor,-0.566744079630614
MSC,MSC,TGFBR2,GATA1,Receptor,Transcription Factor,-0.5667440891265869,Receptor,Transcription Factor,-0.566744079630614
MSC,MSC,TNFRSF14,GATA1,Receptor,Transcription Factor,-0.5667440891265869,Receptor,Transcription Factor,-0.566744079630614
MSC,MSC,NGFR,ZNF274,Receptor,Transcription Factor,-0.6238870024681091,Receptor,Transcription Factor,-0.623887012065454
MSC,MSC,KLF3,PDGFC,Transcription_Factor,Ligand,1.0168192386627195,Transcription Factor,Ligand,1.01681920980482
MSC,MSC,GATA1,ANGPT1,Transcription_Factor,Ligand,-0.5667440891265869,Transcription Factor,Ligand,-0.566744079630614
MSC,MSC,GATA1,VCL,Transcription_Factor,Ligand,-0.5667440891265869,Transcription Factor,Ligand,-0.566744079630614
MSC,MSC,PKNOX1,VCL,Transcription_Factor,Ligand,0.1668722927570343,Transcription Factor,Ligand,0.166872296040284
Megakaryocyte,Megakaryocyte,INSR,NRF1,Receptor,Transcription Factor,0.3354484140872955,Receptor,Transcription Factor,0.33544838335038
Megakaryocyte,Megakaryocyte,ITGB1,NRF1,Receptor,Transcription Factor,0.3354484140872955,Receptor,Transcription Factor,0.33544838335038
Megakaryocyte,Megakaryocyte,ITGB1,CREB3,Receptor,Transcription Factor,0.1913500428199768,Receptor,Transcription Factor,0.191350059196869
Megakaryocyte,Megakaryocyte,ITGB1,SRF,Receptor,Transcription Factor,0.6638748049736023,Receptor,Transcription Factor,0.663874826123318
Megakaryocyte,Megakaryocyte,ITGB1,CEBPD,Receptor,Transcription Factor,0.0896114259958267,Receptor,Transcription Factor,0.0896114190764143
Megakaryocyte,Megakaryocyte,ITGB1,KLF1,Receptor,Transcription Factor,-0.4900875091552734,Receptor,Transcription Factor,-0.490087517812531
Megakaryocyte,Megakaryocyte,INSR,SP1,Receptor,Transcription Factor,-0.0589548572897911,Receptor,Transcription Factor,-0.058954852822733
Megakaryocyte,Megakaryocyte,ITGB1,SP1,Receptor,Transcription Factor,-0.0589548572897911,Receptor,Transcription Factor,-0.058954852822733
Megakaryocyte,Megakaryocyte,INSR,TBP,Receptor,Transcription Factor,0.1693693101406097,Receptor,Transcription Factor,0.169369329299287
Megakaryocyte,Megakaryocyte,MYLK,TBP,Receptor,Transcription Factor,0.1693693101406097,Receptor,Transcription Factor,0.169369329299287
Megakaryocyte,Megakaryocyte,ITGB1,ZHX1,Receptor,Transcription Factor,0.0157849621027708,Receptor,Transcription Factor,0.0157849720505998
Megakaryocyte,Megakaryocyte,ITGB1,HIF1A,Receptor,Transcription Factor,0.0232183635234832,Receptor,Transcription Factor,0.0232183630732782
Megakaryocyte,Megakaryocyte,INSR,SMAD1,Receptor,Transcription Factor,0.5073639154434204,Receptor,Transcription Factor,0.507363926602169
Megakaryocyte,Megakaryocyte,ITGB1,SMAD1,Receptor,Transcription Factor,0.5073639154434204,Receptor,Transcription Factor,0.507363926602169
Megakaryocyte,Megakaryocyte,TNFRSF14,SMAD1,Receptor,Transcription Factor,0.5073639154434204,Receptor,Transcription Factor,0.507363926602169
Megakaryocyte,Megakaryocyte,INSR,TFDP1,Receptor,Transcription Factor,0.1059429943561554,Receptor,Transcription Factor,0.105942980385135
Megakaryocyte,Megakaryocyte,DIP2A,PAX8,Receptor,Transcription Factor,-0.7750712633132935,Receptor,Transcription Factor,-0.775071266326837
Megakaryocyte,Megakaryocyte,INSR,PAX8,Receptor,Transcription Factor,-0.7750712633132935,Receptor,Transcription Factor,-0.775071266326837
Megakaryocyte,Megakaryocyte,INSR,SOX2,Receptor,Transcription Factor,-0.7619516253471375,Receptor,Transcription Factor,-0.761951621075478
Megakaryocyte,Megakaryocyte,ITGB1,SOX2,Receptor,Transcription Factor,-0.7619516253471375,Receptor,Transcription Factor,-0.761951621075478
Megakaryocyte,Megakaryocyte,ITGB1,PDX1,Receptor,Transcription Factor,-0.7225472927093506,Receptor,Transcription Factor,-0.722547302240708
Megakaryocyte,Megakaryocyte,INSR,ZBTB16,Receptor,Transcription Factor,-0.1346876621246338,Receptor,Transcription Factor,-0.134687652823353
Megakaryocyte,Megakaryocyte,ITGB1,ZBTB16,Receptor,Transcription Factor,-0.1346876621246338,Receptor,Transcription Factor,-0.134687652823353
Megakaryocyte,Megakaryocyte,INSR,STAT4,Receptor,Transcription Factor,-0.1674051284790039,Receptor,Transcription Factor,-0.167405133134184
Megakaryocyte,Megakaryocyte,ITGB1,STAT4,Receptor,Transcription Factor,-0.1674051284790039,Receptor,Transcription Factor,-0.167405133134184
Megakaryocyte,Megakaryocyte,REL,CCL5,Transcription_Factor,Ligand,1.1035431623458862,Transcription Factor,Ligand,1.10354326160535
Megakaryocyte,Megakaryocyte,REL,CXCL3,Transcription_Factor,Ligand,1.1035431623458862,Transcription Factor,Ligand,1.10354326160535
Megakaryocyte,Megakaryocyte,KLF13,CCL5,Transcription_Factor,Ligand,0.6202170848846436,Transcription Factor,Ligand,0.620217076582792
Megakaryocyte,Megakaryocyte,KLF13,VCL,Transcription_Factor,Ligand,0.6202170848846436,Transcription Factor,Ligand,0.620217076582792
Megakaryocyte,Megakaryocyte,CREB3,ACTR2,Transcription_Factor,Ligand,0.1913500428199768,Transcription Factor,Ligand,0.191350059196869
Megakaryocyte,Megakaryocyte,SRF,MYL9,Transcription_Factor,Ligand,0.6638748049736023,Transcription Factor,Ligand,0.663874826123318
Megakaryocyte,Megakaryocyte,SRF,TLN1,Transcription_Factor,Ligand,0.6638748049736023,Transcription Factor,Ligand,0.663874826123318
Megakaryocyte,Megakaryocyte,SRF,VCL,Transcription_Factor,Ligand,0.6638748049736023,Transcription Factor,Ligand,0.663874826123318
Megakaryocyte,Megakaryocyte,USF2,CALR,Transcription_Factor,Ligand,0.3994844257831573,Transcription Factor,Ligand,0.39948439017649
Megakaryocyte,Megakaryocyte,USF2,PF4,Transcription_Factor,Ligand,0.3994844257831573,Transcription Factor,Ligand,0.39948439017649
Megakaryocyte,Megakaryocyte,USF2,TGFB1,Transcription_Factor,Ligand,0.3994844257831573,Transcription Factor,Ligand,0.39948439017649
Megakaryocyte,Megakaryocyte,USF2,THBS1,Transcription_Factor,Ligand,0.3994844257831573,Transcription Factor,Ligand,0.39948439017649
Megakaryocyte,Megakaryocyte,CEBPD,CCL5,Transcription_Factor,Ligand,0.0896114259958267,Transcription Factor,Ligand,0.0896114190764143
Megakaryocyte,Megakaryocyte,CEBPD,VCL,Transcription_Factor,Ligand,0.0896114259958267,Transcription Factor,Ligand,0.0896114190764143
Megakaryocyte,Megakaryocyte,SP1,CCL5,Transcription_Factor,Ligand,-0.0589548572897911,Transcription Factor,Ligand,-0.058954852822733
Megakaryocyte,Megakaryocyte,SP1,CD99,Transcription_Factor,Ligand,-0.0589548572897911,Transcription Factor,Ligand,-0.058954852822733
Megakaryocyte,Megakaryocyte,SP1,MIF,Transcription_Factor,Ligand,-0.0589548572897911,Transcription Factor,Ligand,-0.058954852822733
Megakaryocyte,Megakaryocyte,SP1,PDGFC,Transcription_Factor,Ligand,-0.0589548572897911,Transcription Factor,Ligand,-0.058954852822733
Megakaryocyte,Megakaryocyte,SP1,SPARC,Transcription_Factor,Ligand,-0.0589548572897911,Transcription Factor,Ligand,-0.058954852822733
Megakaryocyte,Megakaryocyte,SP1,TGFB1,Transcription_Factor,Ligand,-0.0589548572897911,Transcription Factor,Ligand,-0.058954852822733
Megakaryocyte,Megakaryocyte,SP1,VEGFB,Transcription_Factor,Ligand,-0.0589548572897911,Transcription Factor,Ligand,-0.058954852822733
Megakaryocyte,Megakaryocyte,VDR,CALR,Transcription_Factor,Ligand,0.8537036776542664,Transcription Factor,Ligand,0.853703655773313
Megakaryocyte,Megakaryocyte,VDR,CLEC11A,Transcription_Factor,Ligand,0.8537036776542664,Transcription Factor,Ligand,0.853703655773313
Megakaryocyte,Megakaryocyte,VDR,EFNB1,Transcription_Factor,Ligand,0.8537036776542664,Transcription Factor,Ligand,0.853703655773313
Megakaryocyte,Megakaryocyte,VDR,LGALS9,Transcription_Factor,Ligand,0.8537036776542664,Transcription Factor,Ligand,0.853703655773313
Megakaryocyte,Megakaryocyte,VDR,PDGFC,Transcription_Factor,Ligand,0.8537036776542664,Transcription Factor,Ligand,0.853703655773313
Megakaryocyte,Megakaryocyte,VDR,S100A4,Transcription_Factor,Ligand,0.8537036776542664,Transcription Factor,Ligand,0.853703655773313
Megakaryocyte,Megakaryocyte,VDR,SPON2,Transcription_Factor,Ligand,0.8537036776542664,Transcription Factor,Ligand,0.853703655773313
Megakaryocyte,Megakaryocyte,VDR,TGFB1,Transcription_Factor,Ligand,0.8537036776542664,Transcription Factor,Ligand,0.853703655773313
Megakaryocyte,Megakaryocyte,TBP,PPBP,Transcription_Factor,Ligand,0.1693693101406097,Transcription Factor,Ligand,0.169369329299287
Megakaryocyte,Megakaryocyte,TBP,THBS1,Transcription_Factor,Ligand,0.1693693101406097,Transcription Factor,Ligand,0.169369329299287
Megakaryocyte,Megakaryocyte,BACH2,CLEC2D,Transcription_Factor,Ligand,0.4970023334026336,Transcription Factor,Ligand,0.497002357220955
Megakaryocyte,Megakaryocyte,MYNN,GPI,Transcription_Factor,Ligand,0.1930786073207855,Transcription Factor,Ligand,0.193078634027632
Megakaryocyte,Megakaryocyte,MYNN,SOCS2,Transcription_Factor,Ligand,0.1930786073207855,Transcription Factor,Ligand,0.193078634027632
Megakaryocyte,Megakaryocyte,ZHX1,VCL,Transcription_Factor,Ligand,0.0157849621027708,Transcription Factor,Ligand,0.0157849720505998
Megakaryocyte,Megakaryocyte,HIF1A,CCL5,Transcription_Factor,Ligand,0.0232183635234832,Transcription Factor,Ligand,0.0232183630732782
Megakaryocyte,Megakaryocyte,HIF1A,LGALS1,Transcription_Factor,Ligand,0.0232183635234832,Transcription Factor,Ligand,0.0232183630732782
Megakaryocyte,Megakaryocyte,HIF1A,MIF,Transcription_Factor,Ligand,0.0232183635234832,Transcription Factor,Ligand,0.0232183630732782
Megakaryocyte,Megakaryocyte,HIF1A,S100A4,Transcription_Factor,Ligand,0.0232183635234832,Transcription Factor,Ligand,0.0232183630732782
Megakaryocyte,Megakaryocyte,HIF1A,VEGFB,Transcription_Factor,Ligand,0.0232183635234832,Transcription Factor,Ligand,0.0232183630732782
Megakaryocyte,Megakaryocyte,SMAD1,PDGFC,Transcription_Factor,Ligand,0.5073639154434204,Transcription Factor,Ligand,0.507363926602169
Megakaryocyte,Megakaryocyte,SMAD1,VCL,Transcription_Factor,Ligand,0.5073639154434204,Transcription Factor,Ligand,0.507363926602169
Megakaryocyte,Megakaryocyte,ZHX2,LAMB1,Transcription_Factor,Ligand,0.3436267077922821,Transcription Factor,Ligand,0.343626726919858
